iter	Passed	Remaining
308	4025	9001
309	4036	8985
310	4048	8969
311	4060	8953
312	4072	8939
313	4085	8924
314	4096	8909
315	4109	8894
316	4120	8878
317	4132	8862
318	4144	8847
319	4156	8831
320	4167	8816
321	4180	8801
322	4191	8785
323	4202	8768
324	4214	8753
325	4225	8735
326	4236	8720
327	4249	8705
328	4262	8693
329	4274	8678
330	4285	8662
331	4297	8647
332	4309	8631
333	4321	8616
334	4332	8600
335	4344	8585
336	4356	8569
337	4367	8555
338	4379	8539
339	4391	8524
340	4403	8509
341	4415	8494
342	4426	8479
343	4439	8465
344	4450	8450
345	4463	8437
346	4475	8422
347	4487	8407
348	4499	8392
349	4511	8377
350	4523	8363
351	4535	8348
352	4547	8334
353	4558	8319
354	4570	8304
355	4583	8291
356	4595	8276
357	4607	8262
358	4619	8248
359	4631	8234
360	4643	8219
361	4655	8205
362	4668	8192
363	4680	8178
364	4695	8168
365	4708	8155
366	4719	8140
367	4732	8127
368	4744	8112
369	4756	8098
370	4769	8086
371	4781	8072
372	4793	8057
373	4805	8043
374	4817	8028
375	4829	8014
376	4840	7999
377	4852	7984
378	4863	7969
379	4876	7955
380	4887	7940
381	4899	7925
382	4911	7911
383	4923	7898
384	4936	7884
385	4948	7871
386	4960	7857
387	4973	7844
388	4985	7830
389	4997	7816
390	5008	7800
391	5020	7787
392	5032	7773
393	5044	7758
394	5055	7743
395	5068	7730
396	5080	7716
397	5092	7702
398	5104	7688
399	5116	7674
400	5128	7660
401	5140	7646
402	5152	7632
403	5164	7618
404	5176	7604
405	5188	7591
406	5200	7577
407	5212	7562
408	5224	7549
409	5236	7535
410	5248	7521
411	5260	7507
412	5272	7493
413	5283	7478
414	5294	7463
415	5307	7450
416	5319	7436
417	5331	7423
418	5343	7409
419	5355	7395
420	5367	7381
421	5379	7367
422	5391	7353
423	5403	7340
424	5415	7326
425	5427	7312
426	5438	7298
427	5450	7284
428	5463	7271
429	5475	7258
430	5487	7244
431	5498	7230
432	5510	7216
433	5522	7201
434	5532	7186
435	5545	7172
436	5557	7159
437	5569	7146
438	5581	7132
439	5594	7119
440	5606	7106
441	5617	7092
442	5629	7077
443	5641	7064
444	5653	7050
445	5664	7036
446	5676	7023
447	5689	7009
448	5701	6996
449	5713	6982
450	5724	6968
451	5736	6955
452	5748	6941
453	5760	6927
454	5772	6914
455	5784	6900
456	5796	6887
457	5808	6873
458	5820	6859
459	5832	6846
460	5844	6833
461	5856	6820
462	5869	6807
463	5880	6793
464	5892	6779
465	5905	6766
466	5917	6753
467	5928	6738
468	5939	6725
469	5951	6711
470	5964	6698
471	5975	6684
472	5987	6670
473	5999	6657
474	6010	6643
475	6022	6630
476	6034	6616
477	6046	6602
478	6058	6589
479	6070	6576
480	6082	6563
481	6094	6550
482	6106	6536
483	6119	6523
484	6130	6510
485	6142	6496
486	6154	6483
487	6167	6470
488	6180	6458
489	6192	6444
490	6204	6431
491	6216	6418
492	6228	6405
493	6240	6392
494	6252	6378
495	6264	6365
496	6276	6351
497	6288	6339
498	6299	6325
499	6311	6311
500	6324	6299
501	6336	6285
502	6347	6271
503	6359	6258
504	6371	6245
505	6382	6231
506	6395	6218
507	6407	6205
508	6418	6191
509	6431	6178
510	6443	6166
511	6455	6152
512	6466	6139
513	6478	6125
514	6490	6112
515	6502	6099
516	6514	6086
517	6526	6073
518	6538	6060
519	6551	6047
520	6563	6034
521	6575	6020
522	6587	6008
523	6599	5995
524	6611	5981
525	6623	5968
526	6636	5956
527	6648	5943
528	6660	5930
529	6672	5916
530	6684	5903
531	6696	5890
532	6707	5877
533	6719	5863
534	6731	5850
535	6743	5837
536	6755	5824
537	6766	5811
538	6778	5797
539	6790	5784
540	6802	5771
541	6814	5758
542	6826	5745
543	6837	5731
544	6850	5719
545	6862	5706
546	6874	5693
547	6886	5680
548	6898	5667
549	6910	5653
550	6922	5640
551	6933	5627
552	6945	5614
553	6957	5601
554	6969	5588
555	6981	5574
556	6993	5562
557	7005	5548
558	7017	5536
559	7029	5522
560	7042	5510
561	7054	5497
562	7066	5484
563	7078	5471
564	7090	5459
565	7103	5446
566	7115	5433
567	7127	5420
568	7139	5407
569	7151	5394
570	7162	5381
571	7174	5368
572	7185	5354
573	7197	5341
574	7208	5328
575	7221	5316
576	7234	5303
577	7246	5290
578	7258	5277
579	7269	5264
580	7282	5251
581	7294	5239
582	7306	5226
583	7318	5212
584	7329	5199
585	7342	5187
586	7353	5173
587	7365	5160
588	7377	5147
589	7389	5135
590	7402	5122
591	7414	5109
592	7425	5096
593	7437	5083
594	7449	5070
595	7461	5057
596	7473	5044
597	7485	5031
598	7497	5019
599	7509	5006
600	7521	4993
601	7533	4980
602	7545	4967
603	7557	4954
604	7569	4941
605	7581	4929
606	7593	4916
607	7606	4903
608	7619	4892
609	7631	4879
610	7644	4866
611	7656	4854
612	7668	4841
613	7680	4828
614	7691	4815
615	7703	4802
616	7715	4789
617	7726	4776
618	7738	4763
619	7750	4750
620	7763	4737
621	7775	4725
622	7787	4712
623	7799	4699
624	7811	4686
625	7823	4674
626	7835	4661
627	7847	4648
628	7859	4635
629	7871	4623
630	7884	4610
631	7897	4598
632	7909	4585
633	7921	4572
634	7933	4560
635	7945	4547
636	7957	4534
637	7968	4521
638	7980	4508
639	7993	4496
640	8005	4483
641	8017	4470
642	8029	4458
643	8041	4445
644	8053	4432
645	8065	4419
646	8077	4406
647	8089	4394
648	8101	4381
649	8113	4368
650	8124	4355
651	8136	4342
652	8148	4330
653	8161	4317
654	8173	4304
655	8185	4292
656	8196	4279
657	8209	4266
658	8221	4254
659	8233	4241
660	8245	4228
661	8257	4215
662	8269	4203
663	8282	4190
664	8293	4178
665	8306	4165
666	8317	4152
667	8329	4140
668	8341	4127
669	8354	4114
670	8365	4101
671	8377	4089
672	8389	4076
673	8402	4063
674	8414	4051
675	8426	4038
676	8438	4025
677	8450	4013
678	8462	4000
679	8474	3988
680	8486	3975
681	8498	3962
682	8510	3950
683	8522	3937
684	8533	3924
685	8546	3911
686	8558	3899
687	8571	3887
688	8582	3874
689	8595	3861
690	8606	3848
691	8619	3836
692	8632	3824
693	8644	3811
694	8656	3799
695	8669	3786
696	8683	3775
697	8698	3763
698	8713	3752
699	8725	3739
700	8738	3727
701	8749	3714
702	8762	3701
703	8774	3689
704	8785	3676
705	8798	3663
706	8810	3651
707	8822	3638
708	8835	3626
709	8848	3614
710	8860	3601
711	8872	3588
712	8884	3576
713	8896	3563
714	8908	3550
715	8920	3538
716	8932	3525
717	8944	3512
718	8956	3500
719	8968	3487
720	8980	3475
721	8991	3462
722	9003	3449
723	9016	3437
724	9028	3424
725	9041	3412
726	9053	3399
727	9067	3387
728	9080	3375
729	9093	3363
730	9109	3352
731	9122	3340
732	9140	3329
733	9158	3319
734	9174	3307
735	9190	3296
736	9204	3284
737	9219	3272
738	9232	3260
739	9245	3248
740	9257	3235
741	9270	3223
742	9282	3210
743	9294	3198
744	9307	3185
745	9319	3173
746	9335	3161
747	9350	3150
748	9364	3138
749	9377	3125
750	9390	3113
751	9404	3101
752	9417	3089
753	9431	3077
754	9446	3065
755	9460	3053
756	9474	3041
757	9487	3029
758	9501	3016
759	9518	3005
760	9533	2994
761	9547	2982
762	9561	2969
763	9574	2957
764	9588	2945
765	9600	2932
766	9612	2920
767	9628	2908
768	9643	2896
769	9656	2884
770	9670	2872
771	9683	2859
772	9696	2847
773	9709	2835
774	9722	2822
775	9735	2810
776	9748	2797
777	9761	2785
778	9784	2775
779	9797	2763
780	9809	2750
781	9820	2737
782	9833	2725
783	9844	2712
784	9856	2699
785	9869	2686
786	9881	2674
787	9893	2661
788	9905	2649
789	9918	2636
790	9929	2623
791	9941	2610
792	9953	2598
793	9966	2585
794	9978	2573
795	9990	2560
796	10001	2547
797	10013	2534
798	10025	2522
799	10038	2509
800	10050	2496
801	10062	2484
802	10073	2471
803	10085	2458
804	10097	2446
805	10109	2433
806	10121	2420
807	10133	2407
808	10145	2395
809	10157	2382
810	10169	2370
811	10181	2357
812	10193	2344
813	10205	2332
814	10218	2319
815	10230	2306
816	10242	2294
817	10254	2281
818	10266	2268
819	10278	2256
820	10290	2243
821	10302	2230
822	10313	2218
823	10325	2205
824	10337	2192
825	10349	2180
826	10361	2167
827	10372	2154
828	10384	2142
829	10396	2129
830	10408	2116
831	10420	2104
832	10432	2091
833	10443	2078
834	10456	2066
835	10467	2053
836	10479	2040
837	10491	2028
838	10502	2015
839	10514	2002
840	10526	1990
841	10543	1978
842	10560	1966
843	10573	1954
844	10586	1941
845	10599	1929
846	10610	1916
847	10623	1904
848	10635	1891
849	10648	1879
850	10660	1866
851	10673	1854
852	10685	1841
853	10698	1829
854	10710	1816
855	10722	1803
856	10734	1791
857	10746	1778
858	10758	1765
859	10770	1753
860	10782	1740
861	10795	1728
862	10807	1715
863	10819	1703
864	10831	1690
865	10843	1677
866	10855	1665
867	10867	1652
868	10879	1640
869	10891	1627
870	10903	1614
871	10915	1602
872	10927	1589
873	10939	1577
874	10950	1564
875	10962	1551
876	10974	1539
877	10985	1526
878	10998	1514
879	11010	1501
880	11022	1488
881	11033	1476
882	11046	1463
883	11058	1451
884	11069	1438
885	11081	1425
886	11093	1413
887	11104	1400
888	11117	1388
889	11129	1375
890	11140	1362
891	11153	1350
892	11164	1337
893	11176	1325
894	11188	1312
895	11200	1300
896	11213	1287
897	11225	1275
898	11237	1262
899	11250	1250
900	11261	1237
901	11273	1224
902	11285	1212
903	11297	1199
904	11309	1187
905	11322	1174
906	11333	1162
907	11345	1149
908	11357	1136
909	11369	1124
910	11381	1111
911	11393	1099
912	11405	1086
913	11417	1074
914	11429	1061
915	11441	1049
916	11453	1036
917	11464	1024
918	11476	1011
919	11490	999
920	11501	986
921	11513	974
922	11526	961
923	11538	949
924	11551	936
925	11563	924
926	11575	911
927	11588	899
928	11600	886
929	11613	874
930	11625	861
931	11636	849
932	11649	836
933	11660	823
934	11673	811
935	11686	799
936	11698	786
937	11710	774
938	11722	761
939	11734	749
940	11745	736
941	11758	723
942	11771	711
943	11783	699
944	11796	686
945	11808	674
946	11821	661
947	11834	649
948	11847	636
949	11859	624
950	11871	611
951	11883	599
952	11895	586
953	11908	574
954	11920	561
955	11932	549
956	11944	536
957	11957	524
958	11969	511
959	11981	499
960	11994	486
961	12006	474
962	12018	461
963	12030	449
964	12042	436
965	12055	424
966	12071	411
967	12085	399
968	12098	387
969	12110	374
970	12122	362
971	12134	349
972	12146	337
973	12158	324
974	12171	312
975	12182	299
976	12194	287
977	12206	274
978	12218	262
979	12230	249
980	12241	237
981	12254	224
982	12266	212
983	12278	199
984	12290	187
985	12302	174
986	12315	162
987	12327	149
988	12338	137
989	12350	124
990	12362	112
991	12374	99
992	12386	87
993	12398	74
994	12411	62
995	12423	49
996	12434	37
997	12446	24
998	12458	12
999	12470	0
